dataset,video,video_id,video_tag,method,stage,beta,checkpoint,qp,num_frames,fps,bytes,bits,bpp,kbps,total_pixel_SSE,aggregate_MSE,PSNR,SSIM,MS_SSIM,LPIPS,DISTS,bitstream_path,bitstream_sha256,state_sync_pass,compression_hash_before,compression_hash_after,bytes_consumed,decode_status,independent_decode_pass,finite,sequence_PSNR,mean_PSNR,model_hash_before,model_hash_after
uvg,Beauty,0,uvg_00,v1_beta_mid,V1,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,1,64,120.0,22057,176456,0.0013296320408950617,330.855,1050634.888671875,0.0026389162383452366,,0.9585708323866129,0.8996240701526403,0.16401762492023408,0.14594698697328568,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_mid_qp1.bin,13fdd9c6a840f891261e981d633e82ee5be3bda83988b3baa2f497cbe4e36e7d,True,,,22057,PASS,True,True,25.785743944717943,25.82059983804017,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Beauty,0,uvg_00,v1_beta_mid,V1,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,2,64,120.0,29975,239800,0.0018069420331790122,449.625,1031178.41796875,0.0025900467433066033,,0.959345756098628,0.9044955810531974,0.1458728804718703,0.14081368502229452,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_mid_qp2.bin,8bf5d404b6b8af15fd1e7e9de49fe8da815420162bb55ef8a8dac4ae47bb0ca4,True,,,29975,PASS,True,True,25.86692398012594,25.885668923038438,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Beauty,0,uvg_00,v1_beta_mid,V1,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,3,64,120.0,41349,330792,0.0024925853587962963,620.235,954597.3676757812,0.0023976954523427987,,0.9620039751753211,0.9098987448960543,0.13138094905298203,0.13340519834309816,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_mid_qp3.bin,4c8229f65cb550a0586288cb5a25e94104c56b78bcd5ec7229ce4615ba98bfac,True,,,41349,PASS,True,True,26.20205980439205,26.22478951310464,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Beauty,0,uvg_00,v1_beta_high,V1,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,0,64,120.0,16014,128112,0.0009653501157407407,240.21,1055035.2783203125,0.002649968850269239,,0.9573497045785189,0.8892411328852177,0.22213112586177886,0.15568978898227215,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_high_qp0.bin,8400fdec7690a041883e1367c38c0e01511146611325b648642e764aeffd0408,True,,,16014,PASS,True,True,25.76759231057793,25.86626114991966,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Beauty,0,uvg_00,v1_beta_high,V1,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,1,64,120.0,22200,177600,0.001338252314814815,333.0,991319.51953125,0.0024899317600108957,,0.9604996694251895,0.900663829408586,0.16659082984551787,0.14462316874414682,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_high_qp1.bin,585af3b140866eacda3e1cf489500e68ac19375c1830ced0f673db487c8e6346,True,,,22200,PASS,True,True,26.03812555176079,26.07501080735953,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Beauty,0,uvg_00,v1_beta_high,V1,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,2,64,120.0,29988,239904,0.0018077256944444445,449.82,968044.5888671875,0.0024314713061101153,,0.9614612748846412,0.9063559817150235,0.146328778937459,0.13979925774037838,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_high_qp2.bin,5c3ea743ad335a20d6e921f115171a22a6bb1504a30277d38c9e355fabf93348,True,,,29988,PASS,True,True,26.1413085119207,26.154456514781437,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Beauty,0,uvg_00,v1_beta_high,V1,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,3,64,120.0,41849,334792,0.002522726176697531,627.735,887064.62109375,0.0022280711009178633,,0.9643191313371062,0.9114195555448532,0.13137942145112902,0.13102177903056145,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_high_qp3.bin,f3d2be9baf5880b9f10e35d84729cfbef4b061df2c31443e6742ba8c54f278ea,True,,,41849,PASS,True,True,26.520709543225507,26.53767393166229,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Bosphorus,1,uvg_01,v1_beta_low,V1,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_low/step_0000.pt,0,64,120.0,24546,196368,0.0014796730324074074,368.19,558846.546875,0.001403674333674427,,0.9362279791384935,0.8970362823456526,0.18967848084867,0.19834282528609037,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_low_qp0.bin,428726f84c6d6723d74be41e66b078f6cefe3be6c427bc22725c7a281f5527f9,True,,,24546,PASS,True,True,28.527336411335916,28.54118134251435,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Bosphorus,1,uvg_01,v1_beta_low,V1,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_low/step_0000.pt,1,64,120.0,30994,247952,0.0018683690200617285,464.91,490586.5615234375,0.001232223351305895,,0.9432370504364371,0.9076538095250726,0.1695101570803672,0.18618501536548138,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_low_qp1.bin,df7bdf4f3e256c1610669f26f5a8706e357db62314d10a9b707c43c09636c8e4,True,,,30994,PASS,True,True,29.093105653468598,29.112499065726848,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Bosphorus,1,uvg_01,v1_beta_low,V1,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_low/step_0000.pt,2,64,120.0,39972,319776,0.0024095775462962964,599.58,430435.75390625,0.0010811404730557415,,0.9494035439565778,0.9178089825436473,0.15018174285069108,0.1734229801222682,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_low_qp2.bin,d64a0c6bf84e418f7e4456a9e92990842309055ed269c26ff8c4b1e420e16e81,True,,,39972,PASS,True,True,29.661178743080395,29.676404629050133,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Bosphorus,1,uvg_01,v1_beta_low,V1,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_low/step_0000.pt,3,64,120.0,51949,415592,0.003131570698302469,779.235,383065.208984375,0.0009621582256913676,,0.954550439491868,0.9258109871298075,0.13485229574143887,0.16246113646775484,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_low_qp3.bin,abf456d08544418d14ff29dd33ac972307f54eba31d515eaeefafb47097b271d,True,,,51949,PASS,True,True,30.167535029162696,30.18053229461293,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Bosphorus,1,uvg_01,v1_beta_mid,V1,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,0,64,120.0,24546,196368,0.0014796730324074074,368.19,558846.546875,0.001403674333674427,,0.9362279791384935,0.8970362823456526,0.18967848084867,0.19834282528609037,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_mid_qp0.bin,428726f84c6d6723d74be41e66b078f6cefe3be6c427bc22725c7a281f5527f9,True,,,24546,PASS,True,True,28.527336411335916,28.54118134251435,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Bosphorus,1,uvg_01,v1_beta_mid,V1,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,1,64,120.0,30994,247952,0.0018683690200617285,464.91,490586.5615234375,0.001232223351305895,,0.9432370504364371,0.9076538095250726,0.1695101570803672,0.18618501536548138,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_mid_qp1.bin,df7bdf4f3e256c1610669f26f5a8706e357db62314d10a9b707c43c09636c8e4,True,,,30994,PASS,True,True,29.093105653468598,29.112499065726848,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Bosphorus,1,uvg_01,v1_beta_mid,V1,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,2,64,120.0,39972,319776,0.0024095775462962964,599.58,430435.75390625,0.0010811404730557415,,0.9494035439565778,0.9178089825436473,0.15018174285069108,0.1734229801222682,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_mid_qp2.bin,d64a0c6bf84e418f7e4456a9e92990842309055ed269c26ff8c4b1e420e16e81,True,,,39972,PASS,True,True,29.661178743080395,29.676404629050133,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Bosphorus,1,uvg_01,v1_beta_mid,V1,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,3,64,120.0,51949,415592,0.003131570698302469,779.235,383065.208984375,0.0009621582256913676,,0.954550439491868,0.9258109871298075,0.13485229574143887,0.16246113646775484,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_mid_qp3.bin,abf456d08544418d14ff29dd33ac972307f54eba31d515eaeefafb47097b271d,True,,,51949,PASS,True,True,30.167535029162696,30.18053229461293,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Bosphorus,1,uvg_01,v1_beta_high,V1,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,0,64,120.0,24690,197520,0.001488353587962963,370.35,544658.572265625,0.0013680379037503843,,0.9361007288098335,0.8961003897711635,0.18929587979801,0.20170848350971937,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_high_qp0.bin,85cd3ab0423a1b8f1bba0d58e2db60afd85b5d3e667e0016f5ee94500e5e3a06,True,,,24690,PASS,True,True,28.63901869603046,28.650546743433598,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Bosphorus,1,uvg_01,v1_beta_high,V1,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,1,64,120.0,31071,248568,0.0018730107060185184,466.065,479978.62451171875,0.001205579026491063,,0.9430249659344554,0.9065116485580802,0.16915678582154214,0.19077732786536217,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_high_qp1.bin,4065b57ac000f14e43271e2bee9f0420da8c602063c3c5d8084201983893a2ca,True,,,31071,PASS,True,True,29.188043160670386,29.206373679845406,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Bosphorus,1,uvg_01,v1_beta_high,V1,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,2,64,120.0,40115,320920,0.0024181978202160496,601.725,426613.75830078125,0.0010715406335920954,,0.9491811450570822,0.916918320581317,0.15008052624762058,0.17920535150915384,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_high_qp2.bin,1446d88ad44d48eb9669793fd4db59e6c988c5abbd6587d8446ee57c153c70d2,True,,,40115,PASS,True,True,29.69991355550542,29.7115395110174,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,Bosphorus,1,uvg_01,v1_beta_high,V1,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,3,64,120.0,52164,417312,0.00314453125,782.46,379533.38232421875,0.0009532872136728263,,0.9545849552378058,0.9247452514246106,0.13524375041015446,0.16968044452369213,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_high_qp3.bin,55e076143340fb800cf6733bd6a7562439cd42af465697765f3c007ecd6907dd,True,,,52164,PASS,True,True,30.207762320786276,30.2190032986311,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,HoneyBee,2,uvg_02,v1_beta_low,V1,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_low/step_0000.pt,0,64,120.0,23100,184800,0.001392505787037037,346.5,566901.5170898438,0.0014239062828782165,,0.956663416698575,0.8691679108887911,0.18208844610489905,0.15106658916920424,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_low_qp0.bin,9b011532d449bc880f5a1babc5c8b67314874730f1569a5201ae81673e02b053,True,,,23100,PASS,True,True,28.465185936824646,28.479245345119732,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,HoneyBee,2,uvg_02,v1_beta_low,V1,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_low/step_0000.pt,1,64,120.0,28168,225344,0.0016980131172839505,422.52,484682.49658203125,0.0012173939057828957,,0.962797743268311,0.884628826752305,0.16077597788535058,0.1377616971731186,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_low_qp1.bin,4f07426c355d1e68738aa5c2d6781df595e4b7fc14c159d35f424fdb770ccde0,True,,,28168,PASS,True,True,29.145688766354866,29.158055004529206,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,HoneyBee,2,uvg_02,v1_beta_low,V1,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_low/step_0000.pt,2,64,120.0,35589,284712,0.002145363136574074,533.835,411125.94677734375,0.0010326393580240478,,0.9684873474761844,0.898980644531548,0.14060875168070197,0.13099085818976164,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_low_qp2.bin,28958a31ec20582ac4b9c90f61ceb89dcd847380de5204b2d1d2d1a8a12f202a,True,,,35589,PASS,True,True,29.86051326270282,29.866301226418738,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,HoneyBee,2,uvg_02,v1_beta_low,V1,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_low/step_0000.pt,3,64,120.0,44679,357432,0.0026933232060185187,670.185,346961.927734375,0.0008714763568752587,,0.973196679726243,0.9126660777255893,0.12418918183539063,0.12001204770058393,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_low_qp3.bin,6d4359ff358945a8171b91e5cf29771bfcf25598d6d9e4fb87da5347e1689dd5,True,,,44679,PASS,True,True,30.59744390789094,30.602642815893834,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,HoneyBee,2,uvg_02,v1_beta_mid,V1,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,0,64,120.0,23100,184800,0.001392505787037037,346.5,566901.5170898438,0.0014239062828782165,,0.956663416698575,0.8691679108887911,0.18208844610489905,0.15106658916920424,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_mid_qp0.bin,9b011532d449bc880f5a1babc5c8b67314874730f1569a5201ae81673e02b053,True,,,23100,PASS,True,True,28.465185936824646,28.479245345119732,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,HoneyBee,2,uvg_02,v1_beta_mid,V1,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,1,64,120.0,28168,225344,0.0016980131172839505,422.52,484682.49658203125,0.0012173939057828957,,0.962797743268311,0.884628826752305,0.16077597788535058,0.1377616971731186,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_mid_qp1.bin,4f07426c355d1e68738aa5c2d6781df595e4b7fc14c159d35f424fdb770ccde0,True,,,28168,PASS,True,True,29.145688766354866,29.158055004529206,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,HoneyBee,2,uvg_02,v1_beta_mid,V1,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,2,64,120.0,35589,284712,0.002145363136574074,533.835,411125.94677734375,0.0010326393580240478,,0.9684873474761844,0.898980644531548,0.14060875168070197,0.13099085818976164,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_mid_qp2.bin,28958a31ec20582ac4b9c90f61ceb89dcd847380de5204b2d1d2d1a8a12f202a,True,,,35589,PASS,True,True,29.86051326270282,29.866301226418738,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,HoneyBee,2,uvg_02,v1_beta_mid,V1,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,3,64,120.0,44679,357432,0.0026933232060185187,670.185,346961.927734375,0.0008714763568752587,,0.973196679726243,0.9126660777255893,0.12418918183539063,0.12001204770058393,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_mid_qp3.bin,6d4359ff358945a8171b91e5cf29771bfcf25598d6d9e4fb87da5347e1689dd5,True,,,44679,PASS,True,True,30.59744390789094,30.602642815893834,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,HoneyBee,2,uvg_02,v1_beta_high,V1,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,0,64,120.0,23088,184704,0.0013917824074074073,346.32,586087.03125,0.0014720952069317854,,0.955784261226654,0.8702698796987534,0.18399641080759466,0.1493012895807624,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_high_qp0.bin,c1b5e8b2918cd54f936626ca07432a21b29b066b9015a4082c534e368075b997,True,,,23088,PASS,True,True,28.32064101338187,28.33393158569897,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,HoneyBee,2,uvg_02,v1_beta_high,V1,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,1,64,120.0,28258,226064,0.001703438464506173,423.87,505210.5634765625,0.0012689549662939315,,0.9621459366753697,0.8864671280607581,0.16092284675687551,0.13810491189360619,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_high_qp1.bin,7623b3904f6b3a8eba12d8f59d09ae57fcca28074e90f6b711b92e213c3538be,True,,,28258,PASS,True,True,28.96553790227663,28.97941931087358,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,HoneyBee,2,uvg_02,v1_beta_high,V1,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,2,64,120.0,35590,284720,0.0021454234182098765,533.85,427234.72998046875,0.001073100349785369,,0.9684411566704512,0.9013925474137068,0.1413809040095657,0.1261558886617422,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_high_qp2.bin,1e37776133b6951498b5483d5dc5f21726ba542c9dccf12b2e18142a9f62a670,True,,,35590,PASS,True,True,29.693596635696956,29.700249852536146,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
uvg,HoneyBee,2,uvg_02,v1_beta_high,V1,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,3,64,120.0,45023,360184,0.0027140600887345678,675.345,362552.28466796875,0.0009106351993211503,,0.9732151255011559,0.9152258485555649,0.1242881208891049,0.11799904610961676,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_high_qp3.bin,bdf8c60e3d9a54fe87017459e97392755a928475664424deb8896a6db2f81de7,True,,,45023,PASS,True,True,30.40655566661815,30.41211372215887,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384
